datetime,description,location,direction,lat,lon
02/18/2026 11:44:00,1125-Traffic Hazard,I80 E / Cisco Rd Onr,E,39.308126,-120.541681
02/18/2026 11:55:00,1125-Traffic Hazard,I80 W / Overland Trail Ofr,W,39.357097,-120.144019
02/18/2026 13:21:00,1125-Traffic Hazard,I80 E / Rainbow Rd Ofr,E,39.311775,-120.504405
02/18/2026 14:22:00,20002-Hit and Run No Injuries,I80 E / Blue Canyon Rd Ofr,E,39.282385,-120.706475
02/18/2026 14:28:00,SPINOUT,I80 W / Soda Springs Onr,W,39.324405,-120.395814
02/18/2026 14:42:00,SPINOUT,I80 E / Soda Springs Ofr,E,39.32409,-120.395365
02/18/2026 14:57:00,1125-Traffic Hazard,I80 W / Emigrant Gap Rd Onr,W,39.301489,-120.663537
02/18/2026 15:03:00,SPINOUT,I80 W / Donner Lake Ofr,W,39.33112,-120.286115
02/18/2026 15:37:00,1125-Traffic Hazard,0 I80 E,E,39.324097,-120.225046
02/18/2026 15:54:00,1125-Traffic Hazard,I80 W / Emigrant Gap Rd Onr,W,39.301489,-120.663537
02/18/2026 16:02:00,SPINOUT,60 I80 E,E,39.34143,-120.317472
02/18/2026 16:01:00,1125-Traffic Hazard,I80 E / Emigrant Gap Rd Ofr,E,39.301112,-120.664435
02/18/2026 16:18:00,1125-Traffic Hazard,I80 W / Baxter Rd Onr,W,39.212903,-120.779957
02/18/2026 17:05:00,1125-Traffic Hazard,I80 W / Donner Lake Ofr,W,39.33112,-120.286115
02/18/2026 17:31:00,1183-Trfc Collision-Unkn Inj,Rainbow Rd Onr / I80 W,W,39.312045,-120.50199
02/18/2026 17:58:00,1125-Traffic Hazard,I80 W / Hirschdale Rd Ofr,W,39.384125,-120.083474
02/18/2026 18:21:00,CLOSURE-Closure of a Road,I80 E / Nyack Rd Onr,E,39.294273,-120.676771
02/18/2026 20:30:00,1125-Traffic Hazard,I80 W / Emigrant Gap Rd Ofr,W,39.303314,-120.657263
02/18/2026 21:03:00,1125-Traffic Hazard,I80 E / Drum Forebay Rd Onr,E,39.239098,-120.752362
02/18/2026 21:29:00,1125-Traffic Hazard,I80 W / Blue Canyon Rd Ofr,W,39.286181,-120.699856
02/18/2026 22:33:00,1125-Traffic Hazard,I80 W / Sr20 Ofr,W,39.325944,-120.600658
