datetime,description,location,direction,lat,lon
08/04/2026 07:28:00,MZP-Assist CT with Maintenance,I80 E / Sr267 Ofr,E,39.336546,-120.174034
08/04/2026 09:36:00,1179-Trfc Collision-1141 Enrt,0 I80 W,W,39.377137,-120.028589
08/04/2026 15:02:00,1182-Trfc Collision-No Inj,0 I80 W,W,39.389605,-120.02483
08/04/2026 21:10:00,1179-Trfc Collision-1141 Enrt,I80 E / Eagle Lakes Rd Ofr,E,39.322186,-120.567698
