datetime,description,location,direction,lat,lon
07/18/2026 08:12:00,CFIRE-Car Fire,I80 W / CRYSTAL SPRINGS ONR,W,39.207975,-120.788814
07/18/2026 08:42:00,20002-Hit and Run No Injuries,I80 E / Castle Peak Rd Ofr,E,39.336981,-120.352703
07/18/2026 14:00:00,1125-Traffic Hazard,Donner Pass Rd Ofr / I80 W,W,39.323961,-120.221726
07/18/2026 14:10:00,1179-Trfc Collision-1141 Enrt,I80 W / Rainbow Rd Ofr,W,39.311993,-120.495855
