datetime,description,location,direction,lat,lon
02/06/2026 03:12:00,DOT-Request CalTrans Notify,I80 E / Alta Onr,E,39.202659,-120.808916
02/06/2026 06:28:00,1183-Trfc Collision-Unkn Inj,0 I80 E,E,39.379528,-120.099518
02/06/2026 07:23:00,CZP-Assist with Construction,I80 W / Floriston Way Ofr,W,39.394812,-120.025178
02/06/2026 09:55:00,1125A-Animal Hazard,I80 W / Ag Station,W,39.360628,-120.136681
02/06/2026 10:15:00,1125-Traffic Hazard,I80 W / Floriston Way Ofr,W,39.394812,-120.025178
02/06/2026 10:58:00,1182-Trfc Collision-No Inj,I80 W / Floriston Way Ofr,W,39.394812,-120.025178
02/06/2026 15:42:00,1125-Traffic Hazard,I80 W / Alta Ofr,W,39.202681,-120.809444
02/06/2026 16:06:00,1183-Trfc Collision-Unkn Inj,I80 W / Hirschdale Rd Ofr,W,39.384125,-120.083474
02/06/2026 16:04:00,1125-Traffic Hazard,I80 W / Donner Lake Ofr,W,39.33112,-120.286115
02/06/2026 17:50:00,1125-Traffic Hazard,I80 E / Blue Canyon Rd Ofr,E,39.282385,-120.706475
02/06/2026 23:26:00,1179-Trfc Collision-1141 Enrt,0 I80 E,E,39.315106,-120.458013
