datetime,description,location,direction,lat,lon
05/11/2026 05:02:00,1125-Traffic Hazard,0 I80 E,E,39.334688,-120.35579
05/11/2026 06:36:00,CZP-Assist with Construction,I80 E / Sr20 Ofr,E,39.325188,-120.601347
05/11/2026 08:36:00,1182-Trfc Collision-No Inj,I80 W / Floriston Way Onr,W,39.390657,-120.025135
05/11/2026 08:38:00,1125-Traffic Hazard,I80 E / Donner Rest Area Ofr,E,39.3404,-120.34381
