datetime,description,location,direction,lat,lon
04/12/2026 07:53:00,SPINOUT,I80 W / Sr89 S Onr,W,39.323171,-120.210929
04/12/2026 08:03:00,1183-Trfc Collision-Unkn Inj,I80 W / Hirschdale Rd Onr,W,39.379772,-120.099487
04/12/2026 08:23:00,1183-Trfc Collision-Unkn Inj,I80 E / Donner Lake Ofr,E,39.329487,-120.292543
04/12/2026 08:38:00,SPINOUT,I80 E / Blue Canyon Rd Onr,E,39.285024,-120.700769
04/12/2026 10:38:00,1182-Trfc Collision-No Inj,I80 W / Ag Station,W,39.360628,-120.136681
04/12/2026 12:07:00,SPINOUT,I80 E / Laing Rd Ofr,E,39.304635,-120.649501
04/12/2026 12:27:00,1125-Traffic Hazard,I80 E / Laing Rd Ofr,E,39.304635,-120.649501
04/12/2026 12:26:00,1125-Traffic Hazard,I80 E / Cisco Grove Ofr,E,39.311303,-120.546982
04/12/2026 12:55:00,1125-Traffic Hazard,I80 E / Cisco Grove Ofr,E,39.311303,-120.546982
04/12/2026 12:53:00,1125-Traffic Hazard,0 I80 E,E,39.314948,-120.459139
04/12/2026 13:04:00,1125-Traffic Hazard,0 I80 E,E,39.342601,-120.335979
04/12/2026 13:08:00,1125-Traffic Hazard,I80 E / Rainbow Rd Ofr,E,39.311775,-120.504405
04/12/2026 13:21:00,SPINOUT,I80 W / Soda Springs Ofr,W,39.326984,-120.39026
04/12/2026 13:26:00,1125-Traffic Hazard,I80 W / Sr20 Ofr,W,39.325944,-120.600658
04/12/2026 13:50:00,1125-Traffic Hazard,I80 W / Castle Peak Rd Ofr,W,39.34032,-120.346445
04/12/2026 13:59:00,1125-Traffic Hazard,0 I80 W,W,39.338679,-120.307858
04/12/2026 17:52:00,1125-Traffic Hazard,I80 E / Kingvale Onr,E,39.314926,-120.441638
04/12/2026 18:11:00,1125-Traffic Hazard,I80 E / Soda Springs Ofr,E,39.32409,-120.395365
04/12/2026 18:08:00,SPINOUT,I80 E / Castle Peak Rd Onr,E,39.339623,-120.346507
04/12/2026 18:55:00,1125-Traffic Hazard,I80 E / Soda Springs Ofr,E,39.32409,-120.395365
04/12/2026 21:26:00,1125-Traffic Hazard,Sr20 Ofr / I80 W,W,39.325944,-120.600658
04/12/2026 23:26:00,SPINOUT,I80 E / Drum Forebay Rd Onr,E,39.239098,-120.752362
04/12/2026 23:42:00,1182-Trfc Collision-No Inj,I80 W / Donner Pass Rd E Onr,W,39.330919,-120.246935
