datetime,description,location,direction,lat,lon
04/23/2026 08:15:00,1183-Trfc Collision-Unkn Inj,I80 W / RAINBOW RD ONR,W,39.312045,-120.50199
04/23/2026 19:32:00,1125-Traffic Hazard,I80 W / Soda Springs Ofr,W,39.326984,-120.39026
