datetime,description,location,direction,lat,lon
02/14/2026 08:27:00,WW-Wrong Way Driver,I80 W / Hirschdale Rd Onr,W,39.383787,-120.088697
02/14/2026 17:16:00,1125-Traffic Hazard,I80 E / Crystal Springs Ofr,E,39.207861,-120.788747
02/14/2026 18:54:00,1182-Trfc Collision-No Inj,I80 W / Blue Canyon Rd Onr,W,39.283058,-120.706629
