datetime,description,location,direction,lat,lon
01/31/2026 20:49:00,1179-Trfc Collision-1141 Enrt,0 I80 W,W,39.202864,-120.798775
01/31/2026 21:22:00,WW-Wrong Way Driver,I80 E / Nyack Rd Onr,E,39.294273,-120.676771
01/31/2026 21:27:00,WW-Wrong Way Driver,I80 E / Blue Canyon Rd Onr,E,39.285024,-120.700769
