datetime,description,location,direction,lat,lon
02/16/2026 02:15:00,1183-Trfc Collision-Unkn Inj,I80 W / Soda Springs Ofr,W,39.326984,-120.39026
02/16/2026 03:05:00,SPINOUT,I80 E Donner Rest Area / Donner Rest Area Ofr,E,39.340757,-120.34205
02/16/2026 04:13:00,1182-Trfc Collision-No Inj,I80 E / Nyack Rd Ofr,E,39.291859,-120.682497
02/16/2026 04:49:00,1125-Traffic Hazard,I80 E / Blue Canyon Rd Ofr,E,39.279194,-120.71252
02/16/2026 05:38:00,1125-Traffic Hazard,I80 E / Yuba Gap Ofr,E,39.315423,-120.617204
02/16/2026 06:28:00,SPINOUT,I80 E / Donner Lake Ofr,E,39.329487,-120.292543
02/16/2026 07:25:00,1183-Trfc Collision-Unkn Inj,I80 W / Crystal Springs Onr,W,39.207178,-120.790496
02/16/2026 07:53:00,1125-Traffic Hazard,I80 E / Sr20 Onr,E,39.325993,-120.595783
02/16/2026 07:51:00,SPINOUT,I80 W / Blue Canyon Rd Ofr,W,39.286181,-120.699856
02/16/2026 07:58:00,SPINOUT,0 I80 W,W,39.381251,-120.075413
02/16/2026 08:09:00,1182-Trfc Collision-No Inj,I80 W / Sr89 S Ofr,W,39.323112,-120.201776
02/16/2026 08:20:00,1182-Trfc Collision-No Inj,I80 W / Blue Canyon Rd Onr,W,39.283058,-120.706629
02/16/2026 08:17:00,1182-Trfc Collision-No Inj,I80 W / Donner Pass Rd Ofr,W,39.323961,-120.221726
02/16/2026 08:31:00,1125-Traffic Hazard,I80 W / Donner Lake Ofr,W,39.33112,-120.286115
02/16/2026 08:44:00,20002-Hit and Run No Injuries,I80 W / Blue Canyon Rd Ofr,W,39.286181,-120.699856
02/16/2026 08:53:00,1182-Trfc Collision-No Inj,I80 E / Donner Lake Ofr,E,39.329487,-120.292543
02/16/2026 08:52:00,1125-Traffic Hazard,I80 E / Emigrant Gap Rd Ofr,E,39.301112,-120.664435
02/16/2026 09:09:00,1179-Trfc Collision-1141 Enrt,0 I80 E,E,39.382411,-120.022737
02/16/2026 09:16:00,1183-Trfc Collision-Unkn Inj,I80 W / Floriston Way Ofr,W,39.394812,-120.025178
02/16/2026 09:17:00,1179-Trfc Collision-1141 Enrt,I80 W / Floriston Way Ofr,W,39.394812,-120.025178
02/16/2026 09:56:00,1125-Traffic Hazard,I80 E / Yuba Gap Onr,E,39.318285,-120.610997
02/16/2026 09:53:00,1125-Traffic Hazard,I80 E / Floriston Way Onr,E,39.396289,-120.023579
02/16/2026 10:43:00,1125-Traffic Hazard,I80 W / Blue Canyon Rd Ofr,W,39.286181,-120.699856
02/16/2026 10:57:00,1182-Trfc Collision-No Inj,I80 E / Sr89 S Ofr,E,39.323018,-120.21095
02/16/2026 11:00:00,WW-Wrong Way Driver,I80 W / Nyack Rd Onr,W,39.290283,-120.691031
02/16/2026 14:29:00,SPINOUT,I80 E / Big Bend Ofr,E,39.305191,-120.52472
02/16/2026 15:50:00,1125-Traffic Hazard,I80 E / Big Bend Ofr,E,39.305191,-120.52472
02/16/2026 15:57:00,1182-Trfc Collision-No Inj,I80 W / Emigrant Gap Rd Ofr,W,39.303314,-120.657263
02/16/2026 15:53:00,SPINOUT,I80 E / Sr20 Ofr,E,39.325188,-120.601347
02/16/2026 16:43:00,SPINOUT,I80 W / Nyack Rd Ofr,W,39.294316,-120.677098
02/16/2026 17:10:00,1125-Traffic Hazard,I80 W / Cisco Grove Ofr,W,39.308485,-120.54154
02/16/2026 17:28:00,1125-Traffic Hazard,0 I80 E,E,39.340947,-120.342043
02/16/2026 17:41:00,1183-Trfc Collision-Unkn Inj,I80 E / Donner Lake Ofr,E,39.329487,-120.292543
02/16/2026 17:46:00,20002-Hit and Run No Injuries,0 I80 W,W,39.307335,-120.520429
02/16/2026 18:00:00,SPINOUT,I80 W / Baxter Rd Onr,W,39.212903,-120.779957
02/16/2026 18:16:00,SPINOUT,0 I80 W,W,39.327181,-120.373156
02/16/2026 18:13:00,SPINOUT,0 I80 W,W,39.323205,-120.402286
02/16/2026 18:33:00,WW-Wrong Way Driver,0 I80 W,W,39.354779,-120.146924
02/16/2026 18:36:00,1184-Provide Traffic Control,I80 E / Kingvale Onr,E,39.314926,-120.441638
02/16/2026 17:27:00,SNOW Information,I80 E / Kingvale Onr,E,39.314926,-120.441638
02/16/2026 19:22:00,SPINOUT,0 I80 W,W,39.227711,-120.762633
02/16/2026 21:54:00,1183-Trfc Collision-Unkn Inj,I80 E / Soda Springs Ofr,E,39.32409,-120.395365
02/16/2026 23:01:00,1125-Traffic Hazard,I80 E / Eagle Lakes Rd Ofr,E,39.322186,-120.567698
