date,station,dir,lane_type,hour,vehicles,avg_speed_mph
2026-08-16,3023111,E,ML,00,265,67.7
2026-08-16,3023111,E,ML,01,174,67.2
2026-08-16,3023111,E,ML,02,123,67.6
2026-08-16,3023111,E,ML,03,110,68.0
2026-08-16,3023111,E,ML,04,75,68.6
2026-08-16,3023111,E,ML,05,140,68.4
2026-08-16,3023111,E,ML,06,211,66.9
2026-08-16,3023111,E,ML,07,350,67.5
2026-08-16,3023111,E,ML,08,545,66.3
2026-08-16,3023111,E,ML,09,672,66.9
2026-08-16,3023111,E,ML,10,958,66.5
2026-08-16,3023111,E,ML,11,1077,67.8
2026-08-16,3023111,E,ML,12,1205,62.3
2026-08-16,3023111,E,ML,13,1265,64.2
2026-08-16,3023111,E,ML,14,1344,63.3
2026-08-16,3023111,E,ML,15,1485,64.5
2026-08-16,3023111,E,ML,16,1490,64.3
2026-08-16,3023111,E,ML,17,1377,67.2
2026-08-16,3023111,E,ML,18,1195,67.2
2026-08-16,3023111,E,ML,19,973,63.7
2026-08-16,3023111,E,ML,20,747,65.0
2026-08-16,3023111,E,ML,21,553,67.0
2026-08-16,3023111,E,ML,22,394,67.3
2026-08-16,3023111,E,ML,23,275,66.3
2026-08-16,3023113,E,FR,00,11,
2026-08-16,3023113,E,FR,01,10,
2026-08-16,3023113,E,FR,02,4,
2026-08-16,3023113,E,FR,03,1,
2026-08-16,3023113,E,FR,04,12,
2026-08-16,3023113,E,FR,05,4,
2026-08-16,3023113,E,FR,06,33,
2026-08-16,3023113,E,FR,07,76,
2026-08-16,3023113,E,FR,08,121,
2026-08-16,3023113,E,FR,09,168,
2026-08-16,3023113,E,FR,10,178,
2026-08-16,3023113,E,FR,11,261,
2026-08-16,3023113,E,FR,12,252,
2026-08-16,3023113,E,FR,13,264,
2026-08-16,3023113,E,FR,14,273,
2026-08-16,3023113,E,FR,15,250,
2026-08-16,3023113,E,FR,16,232,
2026-08-16,3023113,E,FR,17,210,
2026-08-16,3023113,E,FR,18,153,
2026-08-16,3023113,E,FR,19,125,
2026-08-16,3023113,E,FR,20,78,
2026-08-16,3023113,E,FR,21,62,
2026-08-16,3023113,E,FR,22,23,
2026-08-16,3023113,E,FR,23,23,
2026-08-16,3023115,E,OR,00,46,
2026-08-16,3023115,E,OR,01,20,
2026-08-16,3023115,E,OR,02,10,
2026-08-16,3023115,E,OR,03,21,
2026-08-16,3023115,E,OR,04,27,
2026-08-16,3023115,E,OR,05,46,
2026-08-16,3023115,E,OR,06,72,
2026-08-16,3023115,E,OR,07,167,
2026-08-16,3023115,E,OR,08,215,
2026-08-16,3023115,E,OR,09,286,
2026-08-16,3023115,E,OR,10,407,
2026-08-16,3023115,E,OR,11,439,
2026-08-16,3023115,E,OR,12,424,
2026-08-16,3023115,E,OR,13,494,
2026-08-16,3023115,E,OR,14,521,
2026-08-16,3023115,E,OR,15,484,
2026-08-16,3023115,E,OR,16,480,
2026-08-16,3023115,E,OR,17,495,
2026-08-16,3023115,E,OR,18,360,
2026-08-16,3023115,E,OR,19,326,
2026-08-16,3023115,E,OR,20,225,
2026-08-16,3023115,E,OR,21,138,
2026-08-16,3023115,E,OR,22,95,
2026-08-16,3023115,E,OR,23,53,
2026-08-16,3023116,W,FR,00,25,
2026-08-16,3023116,W,FR,01,20,
2026-08-16,3023116,W,FR,02,11,
2026-08-16,3023116,W,FR,03,13,
2026-08-16,3023116,W,FR,04,19,
2026-08-16,3023116,W,FR,05,40,
2026-08-16,3023116,W,FR,06,80,
2026-08-16,3023116,W,FR,07,188,
2026-08-16,3023116,W,FR,08,234,
2026-08-16,3023116,W,FR,09,325,
2026-08-16,3023116,W,FR,10,266,
2026-08-16,3023116,W,FR,11,256,
2026-08-16,3023116,W,FR,12,237,
2026-08-16,3023116,W,FR,13,255,
2026-08-16,3023116,W,FR,14,239,
2026-08-16,3023116,W,FR,15,229,
2026-08-16,3023116,W,FR,16,295,
2026-08-16,3023116,W,FR,17,297,
2026-08-16,3023116,W,FR,18,183,
2026-08-16,3023116,W,FR,19,153,
2026-08-16,3023116,W,FR,20,110,
2026-08-16,3023116,W,FR,21,79,
2026-08-16,3023116,W,FR,22,56,
2026-08-16,3023116,W,FR,23,29,
2026-08-16,3023121,W,ML,00,270,59.8
2026-08-16,3023121,W,ML,01,277,60.3
2026-08-16,3023121,W,ML,02,226,59.3
2026-08-16,3023121,W,ML,03,227,59.6
2026-08-16,3023121,W,ML,04,235,59.4
2026-08-16,3023121,W,ML,05,325,58.9
2026-08-16,3023121,W,ML,06,570,60.7
2026-08-16,3023121,W,ML,07,1191,65.7
2026-08-16,3023121,W,ML,08,1892,61.8
2026-08-16,3023121,W,ML,09,2496,62.8
2026-08-16,3023121,W,ML,10,3094,55.2
2026-08-16,3023121,W,ML,11,3292,51.2
2026-08-16,3023121,W,ML,12,3255,51.2
2026-08-16,3023121,W,ML,13,3031,52.1
2026-08-16,3023121,W,ML,14,2933,52.4
2026-08-16,3023121,W,ML,15,2679,51.0
2026-08-16,3023121,W,ML,16,2511,58.6
2026-08-16,3023121,W,ML,17,2362,57.6
2026-08-16,3023121,W,ML,18,1975,60.2
2026-08-16,3023121,W,ML,19,1563,59.9
2026-08-16,3023121,W,ML,20,1177,54.9
2026-08-16,3023121,W,ML,21,857,61.9
2026-08-16,3023121,W,ML,22,546,67.6
2026-08-16,3023121,W,ML,23,390,60.8
2026-08-16,3023124,W,ML,00,0,
2026-08-16,3023124,W,ML,01,0,
2026-08-16,3023124,W,ML,02,0,
