date,station,dir,lane_type,hour,vehicles,avg_speed_mph
2026-09-21,3023111,E,ML,00,213,65.8
2026-09-21,3023111,E,ML,01,163,67.6
2026-09-21,3023111,E,ML,02,156,67.2
2026-09-21,3023111,E,ML,03,164,67.7
2026-09-21,3023111,E,ML,04,219,67.5
2026-09-21,3023111,E,ML,05,426,66.0
2026-09-21,3023111,E,ML,06,570,64.7
2026-09-21,3023111,E,ML,07,634,66.5
2026-09-21,3023111,E,ML,08,705,64.0
2026-09-21,3023111,E,ML,09,674,64.4
2026-09-21,3023111,E,ML,10,841,62.6
2026-09-21,3023111,E,ML,11,878,63.0
2026-09-21,3023111,E,ML,12,972,57.7
2026-09-21,3023111,E,ML,13,959,60.1
2026-09-21,3023111,E,ML,14,1021,54.0
2026-09-21,3023111,E,ML,15,1065,59.7
2026-09-21,3023111,E,ML,16,1021,63.5
2026-09-21,3023111,E,ML,17,764,63.9
2026-09-21,3023111,E,ML,18,621,63.1
2026-09-21,3023111,E,ML,19,473,62.0
2026-09-21,3023111,E,ML,20,427,60.5
2026-09-21,3023111,E,ML,21,334,62.3
2026-09-21,3023111,E,ML,22,243,66.1
2026-09-21,3023111,E,ML,23,223,66.6
2026-09-21,3023113,E,FR,00,0,
2026-09-21,3023113,E,FR,01,0,
2026-09-21,3023113,E,FR,02,1,
2026-09-21,3023113,E,FR,03,7,
2026-09-21,3023113,E,FR,04,1,
2026-09-21,3023113,E,FR,05,49,
2026-09-21,3023113,E,FR,06,120,
2026-09-21,3023113,E,FR,07,127,
2026-09-21,3023113,E,FR,08,164,
2026-09-21,3023113,E,FR,09,180,
2026-09-21,3023113,E,FR,10,124,
2026-09-21,3023113,E,FR,11,137,
2026-09-21,3023113,E,FR,12,155,
2026-09-21,3023113,E,FR,13,179,
2026-09-21,3023113,E,FR,14,165,
2026-09-21,3023113,E,FR,15,211,
2026-09-21,3023113,E,FR,16,191,
2026-09-21,3023113,E,FR,17,148,
2026-09-21,3023113,E,FR,18,92,
2026-09-21,3023113,E,FR,19,47,
2026-09-21,3023113,E,FR,20,32,
2026-09-21,3023113,E,FR,21,32,
2026-09-21,3023113,E,FR,22,18,
2026-09-21,3023113,E,FR,23,15,
2026-09-21,3023115,E,OR,00,0,
2026-09-21,3023115,E,OR,01,0,
2026-09-21,3023115,E,OR,02,0,
2026-09-21,3023115,E,OR,03,1,
2026-09-21,3023115,E,OR,04,11,
2026-09-21,3023115,E,OR,05,41,
2026-09-21,3023115,E,OR,06,122,
2026-09-21,3023115,E,OR,07,329,
2026-09-21,3023115,E,OR,08,254,
2026-09-21,3023115,E,OR,09,375,
2026-09-21,3023115,E,OR,10,318,
2026-09-21,3023115,E,OR,11,375,
2026-09-21,3023115,E,OR,12,425,
2026-09-21,3023115,E,OR,13,469,
2026-09-21,3023115,E,OR,14,567,
2026-09-21,3023115,E,OR,15,671,
2026-09-21,3023115,E,OR,16,891,
2026-09-21,3023115,E,OR,17,773,
2026-09-21,3023115,E,OR,18,413,
2026-09-21,3023115,E,OR,19,309,
2026-09-21,3023115,E,OR,20,169,
2026-09-21,3023115,E,OR,21,75,
2026-09-21,3023115,E,OR,22,47,
2026-09-21,3023115,E,OR,23,30,
2026-09-21,3023116,W,FR,00,11,
2026-09-21,3023116,W,FR,01,4,
2026-09-21,3023116,W,FR,02,4,
2026-09-21,3023116,W,FR,03,4,
2026-09-21,3023116,W,FR,04,17,
2026-09-21,3023116,W,FR,05,72,
2026-09-21,3023116,W,FR,06,228,
2026-09-21,3023116,W,FR,07,312,
2026-09-21,3023116,W,FR,08,281,
2026-09-21,3023116,W,FR,09,301,
2026-09-21,3023116,W,FR,10,240,
2026-09-21,3023116,W,FR,11,313,
2026-09-21,3023116,W,FR,12,211,
2026-09-21,3023116,W,FR,13,215,
2026-09-21,3023116,W,FR,14,259,
2026-09-21,3023116,W,FR,15,287,
2026-09-21,3023116,W,FR,16,292,
2026-09-21,3023116,W,FR,17,258,
2026-09-21,3023116,W,FR,18,198,
2026-09-21,3023116,W,FR,19,144,
2026-09-21,3023116,W,FR,20,92,
2026-09-21,3023116,W,FR,21,52,
2026-09-21,3023116,W,FR,22,23,
2026-09-21,3023116,W,FR,23,12,
2026-09-21,3023121,W,ML,00,306,56.7
2026-09-21,3023121,W,ML,01,269,57.6
2026-09-21,3023121,W,ML,02,275,58.2
2026-09-21,3023121,W,ML,03,319,58.4
2026-09-21,3023121,W,ML,04,325,57.7
2026-09-21,3023121,W,ML,05,624,60.8
2026-09-21,3023121,W,ML,06,1000,58.9
2026-09-21,3023121,W,ML,07,1406,60.0
2026-09-21,3023121,W,ML,08,1565,60.7
2026-09-21,3023121,W,ML,09,1716,55.4
2026-09-21,3023121,W,ML,10,1827,55.2
2026-09-21,3023121,W,ML,11,1814,55.6
2026-09-21,3023121,W,ML,12,1710,53.5
2026-09-21,3023121,W,ML,13,1717,56.7
2026-09-21,3023121,W,ML,14,1760,54.2
2026-09-21,3023121,W,ML,15,1857,55.1
2026-09-21,3023121,W,ML,16,1763,57.1
2026-09-21,3023121,W,ML,17,1485,58.0
2026-09-21,3023121,W,ML,18,1197,59.0
2026-09-21,3023121,W,ML,19,1056,51.7
2026-09-21,3023121,W,ML,20,836,55.4
2026-09-21,3023121,W,ML,21,665,53.4
2026-09-21,3023121,W,ML,22,397,58.3
2026-09-21,3023121,W,ML,23,368,57.4
2026-09-21,3023124,W,ML,00,0,
2026-09-21,3023124,W,ML,01,0,
2026-09-21,3023124,W,ML,02,0,
2026-09-21,3023124,W,ML,03,0,
2026-09-21,3023124,W,ML,04,0,
2026-09-21,3023124,W,ML,05,7,65.0
2026-09-21,3023124,W,ML,06,14,64.9
2026-09-21,3023124,W,ML,07,80,63.5
2026-09-21,3023124,W,ML,08,116,63.6
2026-09-21,3023124,W,ML,09,171,60.6
2026-09-21,3023124,W,ML,10,163,63.6
2026-09-21,3023124,W,ML,11,187,64.7
2026-09-21,3023124,W,ML,12,201,65.0
2026-09-21,3023124,W,ML,13,210,63.7
2026-09-21,3023124,W,ML,14,102,64.5
2026-09-21,3023124,W,ML,15,176,62.0
2026-09-21,3023124,W,ML,16,187,63.2
2026-09-21,3023124,W,ML,17,137,63.9
2026-09-21,3023124,W,ML,18,93,63.5
2026-09-21,3023124,W,ML,19,32,65.0
2026-09-21,3023124,W,ML,20,19,65.0
2026-09-21,3023124,W,ML,21,5,64.8
2026-09-21,3023124,W,ML,22,2,64.6
2026-09-21,3023124,W,ML,23,0,
