date,station,dir,lane_type,hour,vehicles,avg_speed_mph
2026-08-27,3023111,E,ML,00,236,68.2
2026-08-27,3023111,E,ML,01,243,68.5
2026-08-27,3023111,E,ML,02,215,66.8
2026-08-27,3023111,E,ML,03,172,67.7
2026-08-27,3023111,E,ML,04,194,68.3
2026-08-27,3023111,E,ML,05,353,66.9
2026-08-27,3023111,E,ML,06,519,65.9
2026-08-27,3023111,E,ML,07,692,65.2
2026-08-27,3023111,E,ML,08,754,65.2
2026-08-27,3023111,E,ML,09,744,68.7
2026-08-27,3023111,E,ML,10,821,67.0
2026-08-27,3023111,E,ML,11,886,64.3
2026-08-27,3023111,E,ML,12,1017,67.0
2026-08-27,3023111,E,ML,13,1113,61.5
2026-08-27,3023111,E,ML,14,1276,62.3
2026-08-27,3023111,E,ML,15,1241,65.0
2026-08-27,3023111,E,ML,16,1115,62.0
2026-08-27,3023111,E,ML,17,1042,62.9
2026-08-27,3023111,E,ML,18,806,66.2
2026-08-27,3023111,E,ML,19,725,66.9
2026-08-27,3023111,E,ML,20,586,63.5
2026-08-27,3023111,E,ML,21,490,65.0
2026-08-27,3023111,E,ML,22,495,66.7
2026-08-27,3023111,E,ML,23,365,68.0
2026-08-27,3023113,E,FR,00,22,
2026-08-27,3023113,E,FR,01,10,
2026-08-27,3023113,E,FR,02,1,
2026-08-27,3023113,E,FR,03,9,
2026-08-27,3023113,E,FR,04,19,
2026-08-27,3023113,E,FR,05,62,
2026-08-27,3023113,E,FR,06,124,
2026-08-27,3023113,E,FR,07,155,
2026-08-27,3023113,E,FR,08,207,
2026-08-27,3023113,E,FR,09,177,
2026-08-27,3023113,E,FR,10,196,
2026-08-27,3023113,E,FR,11,210,
2026-08-27,3023113,E,FR,12,233,
2026-08-27,3023113,E,FR,13,228,
2026-08-27,3023113,E,FR,14,264,
2026-08-27,3023113,E,FR,15,273,
2026-08-27,3023113,E,FR,16,251,
2026-08-27,3023113,E,FR,17,235,
2026-08-27,3023113,E,FR,18,159,
2026-08-27,3023113,E,FR,19,120,
2026-08-27,3023113,E,FR,20,97,
2026-08-27,3023113,E,FR,21,108,
2026-08-27,3023113,E,FR,22,127,
2026-08-27,3023113,E,FR,23,72,
2026-08-27,3023115,E,OR,00,25,
2026-08-27,3023115,E,OR,01,20,
2026-08-27,3023115,E,OR,02,22,
2026-08-27,3023115,E,OR,03,14,
2026-08-27,3023115,E,OR,04,23,
2026-08-27,3023115,E,OR,05,56,
2026-08-27,3023115,E,OR,06,139,
2026-08-27,3023115,E,OR,07,374,
2026-08-27,3023115,E,OR,08,313,
2026-08-27,3023115,E,OR,09,382,
2026-08-27,3023115,E,OR,10,364,
2026-08-27,3023115,E,OR,11,464,
2026-08-27,3023115,E,OR,12,507,
2026-08-27,3023115,E,OR,13,512,
2026-08-27,3023115,E,OR,14,644,
2026-08-27,3023115,E,OR,15,739,
2026-08-27,3023115,E,OR,16,882,
2026-08-27,3023115,E,OR,17,812,
2026-08-27,3023115,E,OR,18,489,
2026-08-27,3023115,E,OR,19,387,
2026-08-27,3023115,E,OR,20,278,
2026-08-27,3023115,E,OR,21,145,
2026-08-27,3023115,E,OR,22,105,
2026-08-27,3023115,E,OR,23,68,
2026-08-27,3023116,W,FR,00,29,
2026-08-27,3023116,W,FR,01,20,
2026-08-27,3023116,W,FR,02,17,
2026-08-27,3023116,W,FR,03,16,
2026-08-27,3023116,W,FR,04,22,
2026-08-27,3023116,W,FR,05,89,
2026-08-27,3023116,W,FR,06,319,
2026-08-27,3023116,W,FR,07,307,
2026-08-27,3023116,W,FR,08,300,
2026-08-27,3023116,W,FR,09,303,
2026-08-27,3023116,W,FR,10,367,
2026-08-27,3023116,W,FR,11,387,
2026-08-27,3023116,W,FR,12,338,
2026-08-27,3023116,W,FR,13,428,
2026-08-27,3023116,W,FR,14,444,
2026-08-27,3023116,W,FR,15,258,
