date,station,dir,lane_type,hour,vehicles,avg_speed_mph
2026-08-19,3023111,E,ML,00,230,66.9
2026-08-19,3023111,E,ML,01,165,66.1
2026-08-19,3023111,E,ML,02,189,67.2
2026-08-19,3023111,E,ML,03,153,68.1
2026-08-19,3023111,E,ML,04,186,67.7
2026-08-19,3023111,E,ML,05,343,68.0
2026-08-19,3023111,E,ML,06,550,66.3
2026-08-19,3023111,E,ML,07,666,67.5
2026-08-19,3023111,E,ML,08,781,65.7
2026-08-19,3023111,E,ML,09,762,66.8
2026-08-19,3023111,E,ML,10,771,65.6
2026-08-19,3023111,E,ML,11,888,64.6
2026-08-19,3023111,E,ML,12,876,65.6
2026-08-19,3023111,E,ML,13,861,66.7
2026-08-19,3023111,E,ML,14,1073,64.5
2026-08-19,3023111,E,ML,15,1093,67.6
2026-08-19,3023111,E,ML,16,1067,69.4
2026-08-19,3023111,E,ML,17,867,67.3
2026-08-19,3023111,E,ML,18,687,68.5
2026-08-19,3023111,E,ML,19,609,67.8
2026-08-19,3023111,E,ML,20,509,64.8
2026-08-19,3023111,E,ML,21,407,66.2
2026-08-19,3023111,E,ML,22,334,66.7
2026-08-19,3023111,E,ML,23,283,65.3
2026-08-19,3023113,E,FR,00,15,
2026-08-19,3023113,E,FR,01,5,
2026-08-19,3023113,E,FR,02,7,
2026-08-19,3023113,E,FR,03,8,
2026-08-19,3023113,E,FR,04,15,
2026-08-19,3023113,E,FR,05,74,
2026-08-19,3023113,E,FR,06,111,
2026-08-19,3023113,E,FR,07,149,
2026-08-19,3023113,E,FR,08,172,
2026-08-19,3023113,E,FR,09,148,
2026-08-19,3023113,E,FR,10,207,
2026-08-19,3023113,E,FR,11,196,
2026-08-19,3023113,E,FR,12,215,
2026-08-19,3023113,E,FR,13,237,
2026-08-19,3023113,E,FR,14,216,
2026-08-19,3023113,E,FR,15,238,
2026-08-19,3023113,E,FR,16,184,
2026-08-19,3023113,E,FR,17,152,
2026-08-19,3023113,E,FR,18,123,
2026-08-19,3023113,E,FR,19,96,
2026-08-19,3023113,E,FR,20,74,
2026-08-19,3023113,E,FR,21,64,
2026-08-19,3023113,E,FR,22,60,
2026-08-19,3023113,E,FR,23,30,
2026-08-19,3023115,E,OR,00,43,
2026-08-19,3023115,E,OR,01,21,
2026-08-19,3023115,E,OR,02,9,
2026-08-19,3023115,E,OR,03,25,
2026-08-19,3023115,E,OR,04,17,
2026-08-19,3023115,E,OR,05,66,
2026-08-19,3023115,E,OR,06,141,
2026-08-19,3023115,E,OR,07,279,
2026-08-19,3023115,E,OR,08,341,
2026-08-19,3023115,E,OR,09,385,
2026-08-19,3023115,E,OR,10,406,
2026-08-19,3023115,E,OR,11,480,
2026-08-19,3023115,E,OR,12,540,
2026-08-19,3023115,E,OR,13,469,
2026-08-19,3023115,E,OR,14,540,
2026-08-19,3023115,E,OR,15,695,
2026-08-19,3023115,E,OR,16,840,
2026-08-19,3023115,E,OR,17,837,
2026-08-19,3023115,E,OR,18,504,
2026-08-19,3023115,E,OR,19,324,
2026-08-19,3023115,E,OR,20,217,
2026-08-19,3023115,E,OR,21,171,
2026-08-19,3023115,E,OR,22,96,
2026-08-19,3023115,E,OR,23,60,
2026-08-19,3023116,W,FR,00,26,
2026-08-19,3023116,W,FR,01,41,
2026-08-19,3023116,W,FR,02,31,
2026-08-19,3023116,W,FR,03,35,
2026-08-19,3023116,W,FR,04,51,
2026-08-19,3023116,W,FR,05,118,
2026-08-19,3023116,W,FR,06,365,
2026-08-19,3023116,W,FR,07,355,
2026-08-19,3023116,W,FR,08,253,
2026-08-19,3023116,W,FR,09,312,
2026-08-19,3023116,W,FR,10,288,
2026-08-19,3023116,W,FR,11,296,
2026-08-19,3023116,W,FR,12,348,
2026-08-19,3023116,W,FR,13,385,
2026-08-19,3023116,W,FR,14,287,
2026-08-19,3023116,W,FR,15,277,
2026-08-19,3023116,W,FR,16,251,
2026-08-19,3023116,W,FR,17,262,
2026-08-19,3023116,W,FR,18,181,
2026-08-19,3023116,W,FR,19,190,
2026-08-19,3023116,W,FR,20,154,
2026-08-19,3023116,W,FR,21,180,
2026-08-19,3023116,W,FR,22,72,
2026-08-19,3023116,W,FR,23,39,
2026-08-19,3023121,W,ML,00,336,56.5
2026-08-19,3023121,W,ML,01,249,59.5
2026-08-19,3023121,W,ML,02,302,58.6
2026-08-19,3023121,W,ML,03,251,56.5
2026-08-19,3023121,W,ML,04,383,58.7
2026-08-19,3023121,W,ML,05,565,60.8
2026-08-19,3023121,W,ML,06,970,62.7
2026-08-19,3023121,W,ML,07,1326,64.9
2026-08-19,3023121,W,ML,08,1592,64.5
2026-08-19,3023121,W,ML,09,1859,62.3
2026-08-19,3023121,W,ML,10,1843,61.7
