date,station,dir,lane_type,hour,vehicles,avg_speed_mph
2026-09-14,3023111,E,ML,00,176,67.5
2026-09-14,3023111,E,ML,01,135,66.8
2026-09-14,3023111,E,ML,02,139,66.8
2026-09-14,3023111,E,ML,03,138,67.6
2026-09-14,3023111,E,ML,04,187,67.4
2026-09-14,3023111,E,ML,05,311,65.8
2026-09-14,3023111,E,ML,06,425,66.3
2026-09-14,3023111,E,ML,07,554,65.5
2026-09-14,3023111,E,ML,08,677,60.7
2026-09-14,3023111,E,ML,09,667,63.9
2026-09-14,3023111,E,ML,10,742,60.0
2026-09-14,3023111,E,ML,11,766,65.7
2026-09-14,3023111,E,ML,12,831,63.4
2026-09-14,3023111,E,ML,13,913,60.3
2026-09-14,3023111,E,ML,14,1018,60.9
2026-09-14,3023111,E,ML,15,1044,61.3
2026-09-14,3023111,E,ML,16,984,60.4
2026-09-14,3023111,E,ML,17,896,59.1
2026-09-14,3023111,E,ML,18,653,63.1
2026-09-14,3023111,E,ML,19,483,61.6
2026-09-14,3023111,E,ML,20,415,63.0
2026-09-14,3023111,E,ML,21,384,63.2
2026-09-14,3023111,E,ML,22,299,65.7
2026-09-14,3023111,E,ML,23,251,67.0
2026-09-14,3023113,E,FR,00,0,
2026-09-14,3023113,E,FR,01,0,
2026-09-14,3023113,E,FR,02,4,
2026-09-14,3023113,E,FR,03,5,
2026-09-14,3023113,E,FR,04,9,
2026-09-14,3023113,E,FR,05,66,
2026-09-14,3023113,E,FR,06,117,
2026-09-14,3023113,E,FR,07,131,
2026-09-14,3023113,E,FR,08,158,
2026-09-14,3023113,E,FR,09,188,
2026-09-14,3023113,E,FR,10,149,
2026-09-14,3023113,E,FR,11,159,
2026-09-14,3023113,E,FR,12,162,
2026-09-14,3023113,E,FR,13,210,
2026-09-14,3023113,E,FR,14,227,
2026-09-14,3023113,E,FR,15,228,
2026-09-14,3023113,E,FR,16,178,
2026-09-14,3023113,E,FR,17,141,
2026-09-14,3023113,E,FR,18,96,
2026-09-14,3023113,E,FR,19,81,
2026-09-14,3023113,E,FR,20,47,
2026-09-14,3023113,E,FR,21,3,
2026-09-14,3023113,E,FR,22,2,
2026-09-14,3023113,E,FR,23,3,
2026-09-14,3023115,E,OR,00,0,
2026-09-14,3023115,E,OR,01,0,
2026-09-14,3023115,E,OR,02,7,
2026-09-14,3023115,E,OR,03,7,
2026-09-14,3023115,E,OR,04,15,
2026-09-14,3023115,E,OR,05,47,
2026-09-14,3023115,E,OR,06,131,
2026-09-14,3023115,E,OR,07,331,
2026-09-14,3023115,E,OR,08,305,
2026-09-14,3023115,E,OR,09,362,
2026-09-14,3023115,E,OR,10,359,
2026-09-14,3023115,E,OR,11,387,
2026-09-14,3023115,E,OR,12,443,
2026-09-14,3023115,E,OR,13,472,
2026-09-14,3023115,E,OR,14,597,
2026-09-14,3023115,E,OR,15,695,
2026-09-14,3023115,E,OR,16,804,
