date,station,dir,lane_type,hour,vehicles,avg_speed_mph
2026-08-18,3023111,E,ML,00,182,67.0
2026-08-18,3023111,E,ML,01,203,67.4
2026-08-18,3023111,E,ML,02,177,67.5
2026-08-18,3023111,E,ML,03,188,68.1
2026-08-18,3023111,E,ML,04,178,68.4
2026-08-18,3023111,E,ML,05,384,63.8
2026-08-18,3023111,E,ML,06,503,67.0
2026-08-18,3023111,E,ML,07,697,64.1
2026-08-18,3023111,E,ML,08,719,65.7
2026-08-18,3023111,E,ML,09,833,65.5
2026-08-18,3023111,E,ML,10,602,66.8
2026-08-18,3023111,E,ML,11,819,65.5
2026-08-18,3023111,E,ML,12,831,64.5
2026-08-18,3023111,E,ML,13,1016,62.4
2026-08-18,3023111,E,ML,14,1164,64.4
2026-08-18,3023111,E,ML,15,1000,64.9
2026-08-18,3023111,E,ML,16,913,67.6
2026-08-18,3023111,E,ML,17,864,69.1
2026-08-18,3023111,E,ML,18,605,69.3
2026-08-18,3023111,E,ML,19,595,66.5
2026-08-18,3023111,E,ML,20,473,64.3
2026-08-18,3023111,E,ML,21,395,66.1
2026-08-18,3023111,E,ML,22,320,65.3
2026-08-18,3023111,E,ML,23,262,66.3
2026-08-18,3023113,E,FR,00,17,
2026-08-18,3023113,E,FR,01,5,
2026-08-18,3023113,E,FR,02,4,
2026-08-18,3023113,E,FR,03,3,
2026-08-18,3023113,E,FR,04,14,
2026-08-18,3023113,E,FR,05,53,
2026-08-18,3023113,E,FR,06,130,
2026-08-18,3023113,E,FR,07,125,
2026-08-18,3023113,E,FR,08,153,
2026-08-18,3023113,E,FR,09,173,
2026-08-18,3023113,E,FR,10,152,
2026-08-18,3023113,E,FR,11,160,
2026-08-18,3023113,E,FR,12,155,
2026-08-18,3023113,E,FR,13,208,
2026-08-18,3023113,E,FR,14,235,
2026-08-18,3023113,E,FR,15,232,
2026-08-18,3023113,E,FR,16,212,
2026-08-18,3023113,E,FR,17,177,
2026-08-18,3023113,E,FR,18,118,
2026-08-18,3023113,E,FR,19,72,
2026-08-18,3023113,E,FR,20,63,
2026-08-18,3023113,E,FR,21,63,
2026-08-18,3023113,E,FR,22,45,
2026-08-18,3023113,E,FR,23,28,
2026-08-18,3023115,E,OR,00,22,
2026-08-18,3023115,E,OR,01,20,
2026-08-18,3023115,E,OR,02,19,
2026-08-18,3023115,E,OR,03,13,
2026-08-18,3023115,E,OR,04,21,
2026-08-18,3023115,E,OR,05,59,
2026-08-18,3023115,E,OR,06,121,
2026-08-18,3023115,E,OR,07,227,
2026-08-18,3023115,E,OR,08,326,
2026-08-18,3023115,E,OR,09,356,
2026-08-18,3023115,E,OR,10,433,
2026-08-18,3023115,E,OR,11,418,
2026-08-18,3023115,E,OR,12,476,
2026-08-18,3023115,E,OR,13,526,
2026-08-18,3023115,E,OR,14,546,
2026-08-18,3023115,E,OR,15,659,
2026-08-18,3023115,E,OR,16,817,
2026-08-18,3023115,E,OR,17,778,
2026-08-18,3023115,E,OR,18,414,
2026-08-18,3023115,E,OR,19,264,
2026-08-18,3023115,E,OR,20,250,
2026-08-18,3023115,E,OR,21,137,
2026-08-18,3023115,E,OR,22,96,
2026-08-18,3023115,E,OR,23,48,
2026-08-18,3023116,W,FR,00,21,
2026-08-18,3023116,W,FR,01,15,
2026-08-18,3023116,W,FR,02,16,
2026-08-18,3023116,W,FR,03,45,
2026-08-18,3023116,W,FR,04,52,
2026-08-18,3023116,W,FR,05,121,
2026-08-18,3023116,W,FR,06,315,
2026-08-18,3023116,W,FR,07,465,
2026-08-18,3023116,W,FR,08,433,
2026-08-18,3023116,W,FR,09,394,
2026-08-18,3023116,W,FR,10,401,
2026-08-18,3023116,W,FR,11,382,
2026-08-18,3023116,W,FR,12,440,
2026-08-18,3023116,W,FR,13,468,
2026-08-18,3023116,W,FR,14,388,
2026-08-18,3023116,W,FR,15,403,
2026-08-18,3023116,W,FR,16,394,
2026-08-18,3023116,W,FR,17,479,
2026-08-18,3023116,W,FR,18,264,
2026-08-18,3023116,W,FR,19,171,
